id,projectNumber,queueDate,inService,transmissionOwner,county,state,studyCycle,studyGroup,studyPhase,svcType,poiName,summerNetMW,winterNetMW,dp1ErisMw,dp1NrisMw,dp2ErisMw,dp2NrisMw,fuelType,facilityType,applicationStatus,sisPhase1,postGIAStatus,withdrawnDate,negInService,doneDate,giaToExec
3046168,J2277,2022-05-06T04:00:00+00:00,2023-08-01T04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Portage,WI,DPP-2021,East (ATC),Phase 3,NRIS,Arnott - Golden Sands 138.0kV,0.00,0.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2025-10-08T04:00:00+00:00,,,
3046169,J2278,2022-03-28T04:00:00+00:00,2025-11-30T05:00:00+00:00,AMEREN ILLINOIS,Edgar,IL,DPP-2021,Central,Phase 2,NRIS,Other_,60.00,60.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2024-10-08T04:00:00+00:00,,,
3046170,J2279,2021-07-21T04:00:00+00:00,2025-08-01T04:00:00+00:00,WOLVERINE POWER SUPPLY COOPERATIVE,Ionia,MI,DPP-2021,East (ITC),Phase 3,NRIS,Burnips to Tremaine 138 kV line,150.00,150.00,150.00,150.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2025-03-03T05:00:00+00:00,,,
3046171,J2280,2022-03-28T04:00:00+00:00,2023-06-01T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",,IN,DPP-2021,Central,Phase 2,NRIS,GREENWOOD CLARK TOWNSHIP,198.00,198.00,198.00,198.00,198.00,198.00,Battery Storage,Battery Storage,Active,,Not Started,,,,
3046172,J2282,2022-03-28T04:00:00+00:00,2025-10-25T04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,Ohio,KY,DPP-2021,Central,Phase 2,NRIS,BR Tap -- New Hardinsburg 161kV,100.00,100.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2024-10-08T04:00:00+00:00,,,
3046173,J2283,2021-11-19T05:00:00+00:00,2020-10-01T04:00:00+00:00,METC,Hillsdale,MI,DPP-2021,East (ITC),Phase 3,NRIS,18Knowles (MISO node #256632),16.10,16.10,16.10,16.10,16.10,16.10,Wind,Wind Turbine,Active,,Not Started,,2020-10-01T04:00:00+00:00,,
3046174,J2284,2021-09-08T04:00:00+00:00,2025-12-30T05:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Coahoma,MS,DPP-2021,South,Phase 3,NRIS,Clarksdale-Delta 115kV line,65.96,65.96,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2023-10-25T04:00:00+00:00,,,
3046175,J2287,2021-09-07T04:00:00+00:00,2024-12-01T05:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Bolivar,MS,DPP-2021,South,Phase 3,ERIS,DELTA SES SWITCHYARD 115kV,135.00,135.00,135.00,0.00,122.00,0.00,Solar,Photovoltaic,Done,,Not Started,,,,
3046176,J2288,2025-01-27T05:00:00+00:00,2025-06-01T04:00:00+00:00,AMEREN MISSOURI,Ralls,MO,DPP-2021,Central,Phase 2,NRIS,SPENCER CREEK,175.00,175.00,175.00,175.00,175.00,175.00,Solar,Photovoltaic,Active,,Not Started,,,,
3046177,J2289,2021-09-09T04:00:00+00:00,2025-04-01T04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Sunflower,MS,DPP-2021,South,Phase 3,ERIS,Indianola 230/130 Sub,200.00,200.00,200.00,0.00,200.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2026-02-17T05:00:00+00:00,2028-04-01T04:00:00+00:00,,
3046178,J2290,2022-02-17T05:00:00+00:00,2025-10-25T04:00:00+00:00,CLECO POWER LLC,Avoyelles,LA,DPP-2021,South,Phase 3,NRIS,CLECO Yellow Bayou 138kV Substation,130.00,130.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2023-10-25T04:00:00+00:00,,,
3046179,J2292,2021-09-15T04:00:00+00:00,2024-09-01T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Calcasieu,LA,DPP-2021,South,Phase 3,NRIS,GOOS FERRY,50.00,50.00,50.00,0.00,50.00,0.00,Solar,Photovoltaic,Done,,Not Started,,2027-09-01T04:00:00+00:00,,
3046180,J2293,2021-11-30T05:00:00+00:00,2025-11-30T05:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Adams,WI,DPP-2021,East (ATC),Phase 3,NRIS,Other_,50.00,50.00,50.00,50.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2024-10-01T04:00:00+00:00,,,
3046181,J2294,2021-08-10T04:00:00+00:00,2024-05-01T04:00:00+00:00,ARKANSAS ELECTRIC COOPERATIVE CORPORATION,Mississippi,AR,DPP-2021,South,Phase 3,NRIS,Dell to Nucor 161 kV,250.00,250.00,250.00,250.00,250.00,0.00,Solar,Photovoltaic,Done,,Not Started,,2028-06-28T04:00:00+00:00,,
3046182,J2296,2022-03-24T04:00:00+00:00,2025-04-01T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Sullivan,IN,DPP-2021,Central,Phase 2,ERIS,Merom Gibson 345kV line Tap,100.00,100.00,100.00,0.00,100.00,0.00,Solar,Photovoltaic,Active,,Not Started,,,,
3046183,J2297,2021-09-09T04:00:00+00:00,2025-04-01T04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Sunflower,MS,DPP-2021,South,Phase 3,ERIS,Indianola 230kV Substation,100.00,100.00,100.00,0.00,100.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2026-03-10T04:00:00+00:00,2026-04-01T04:00:00+00:00,,
3046184,J2298,2021-11-30T05:00:00+00:00,2025-04-01T04:00:00+00:00,ARKANSAS ELECTRIC COOPERATIVE CORPORATION,Greene,AR,DPP-2021,South,Phase 3,NRIS,Gainesville Switching Station,200.00,200.00,200.00,200.00,200.00,0.00,Solar,Photovoltaic,Done,,Not Started,,2028-04-01T04:00:00+00:00,,
3046185,J2300,2021-11-30T05:00:00+00:00,2025-04-01T04:00:00+00:00,ARKANSAS ELECTRIC COOPERATIVE CORPORATION,Greene,AR,DPP-2021,South,Phase 3,NRIS,Gainesville Switching Station,50.00,50.00,50.00,50.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2025-03-07T05:00:00+00:00,,,
3046186,J2301,2022-03-28T04:00:00+00:00,2025-11-30T05:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Vigo,IN,DPP-2021,Central,Phase 2,NRIS,Other_,100.00,100.00,70.00,0.00,70.00,0.00,Hybrid,Solar/Battery,Active,,Not Started,,,,
3046187,J2302,2021-11-10T05:00:00+00:00,2024-08-01T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",St. Helena,LA,DPP-2021,South,Phase 3,NRIS,MCKNIGHT - PLANT DANIEL 500.0kV,400.00,400.00,400.00,400.00,400.00,400.00,Hybrid,Solar/Battery,Done,,Not Started,,2027-10-11T04:00:00+00:00,,
3046188,J2304,2021-12-02T05:00:00+00:00,2024-04-15T04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Columbia,WI,DPP-2021,East (ATC),Phase 3,NRIS,Columbia - Rockdale 345.0kV,400.00,400.00,400.00,400.00,400.00,400.00,Battery Storage,Battery Storage,Active,,Not Started,,2028-12-31T05:00:00+00:00,,
3046189,J2305,2021-08-17T04:00:00+00:00,2025-04-01T04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,Henderson,KY,DPP-2021,Central,Phase 2,NRIS,Henderson - AB Brown 138 kV,139.00,139.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2021-12-08T05:00:00+00:00,,,
3046190,J2307,2022-03-23T04:00:00+00:00,2025-10-01T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Miami,IN,DPP-2021,Central,Phase 2,NRIS,Greentown  - Walton. 230.0kV,130.00,130.00,130.00,130.00,130.00,130.00,Solar,Photovoltaic,Active,,Not Started,,,,
3046191,J2308,2022-03-23T04:00:00+00:00,2025-10-01T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Miami,IN,DPP-2021,Central,Phase 2,NRIS,Greentown  - Walton. 230.0kV,35.00,35.00,35.00,35.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2025-12-18T05:00:00+00:00,,,
3046192,J2309,2021-09-07T04:00:00+00:00,2024-10-30T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Murray,MN,DPP-2021,West,Phase 2,NRIS,Chanarambie - ELLSBOROUGH (GRE) 115.0kV,100.00,100.00,100.00,100.00,100.00,100.00,Solar,Photovoltaic,Active,,Not Started,,,,
3046193,J2310,2021-09-09T04:00:00+00:00,2024-04-30T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Beauregard,LA,DPP-2021,South,Phase 3,NRIS,Rhodes,300.00,300.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2023-10-25T04:00:00+00:00,,,
3046194,J2311,2024-10-18T04:00:00+00:00,2024-02-09T05:00:00+00:00,AMEREN ILLINOIS,Putnam,IL,DPP-2021,Central,Phase 2,NRIS,Putnam,145.00,145.00,145.00,145.00,145.00,145.00,Wind,Wind Turbine,Active,,Not Started,,,,
3046195,J2312,2024-10-18T04:00:00+00:00,2024-02-09T05:00:00+00:00,AMEREN ILLINOIS,Putnam,IL,DPP-2021,Central,Phase 2,NRIS,Putnam,47.90,47.90,47.90,47.90,47.90,47.90,Wind,Wind Turbine,Active,,Not Started,,,,
3046196,J2313,2021-09-10T04:00:00+00:00,2023-12-31T05:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Sunflower,MS,DPP-2021,South,Phase 3,NRIS,Other_,80.00,80.00,80.00,80.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2025-03-07T05:00:00+00:00,,,
3046197,J2314,2021-09-10T04:00:00+00:00,2023-12-31T05:00:00+00:00,"ENTERGY TEXAS, INC.",Liberty,TX,DPP-2021,South,Phase 3,NRIS,PETRY WOODS SS,150.00,150.00,150.00,150.00,150.00,0.00,Solar,Photovoltaic,Done,,Not Started,,,,
3046198,J2315,2021-09-10T04:00:00+00:00,2023-12-31T05:00:00+00:00,"ENTERGY TEXAS, INC.",Liberty,TX,DPP-2021,South,Phase 3,NRIS,Petry Woods,75.30,75.30,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2023-10-25T04:00:00+00:00,,,
3046199,J2316,2021-09-16T04:00:00+00:00,2023-09-15T04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Dickinson,MI,DPP-2021,East (ATC),Phase 3,NRIS,Nordic 138kV Substation,77.50,77.50,77.50,77.50,77.50,71.50,Solar,Photovoltaic,Active,,Not Started,,2027-08-02T04:00:00+00:00,,
3046200,J2317,2021-12-21T05:00:00+00:00,2024-10-31T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Ouachita,LA,DPP-2021,South,Phase 3,NRIS,BASTROP (CAHOON) - STERLINGTON 115 SWYD 115.0kV,225.00,225.00,225.00,225.00,202.50,0.00,Solar,Photovoltaic,Done,,Not Started,,2027-12-01T05:00:00+00:00,,
3046201,J2318,2022-03-28T04:00:00+00:00,2025-10-25T04:00:00+00:00,SOUTHERN INDIANA GAS & ELECTRIC COMPANY D/B/A CENTERPOINT ENERGY INDIANA SOUTH,Warren,IN,DPP-2021,Central,Phase 2,NRIS,North East (Castle) - Culley 138 kV (J1642 POI),75.00,75.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2024-10-08T04:00:00+00:00,,,
3046202,J2319,2021-08-24T04:00:00+00:00,2023-11-01T04:00:00+00:00,ITC,Huron,MI,DPP-2021,East (ITC),Phase 3,NRIS,Stein 345 kV substation,200.00,200.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2021-12-22T05:00:00+00:00,,,
3046203,J2320,2021-09-10T04:00:00+00:00,2023-12-31T05:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Sunflower,MS,DPP-2021,South,Phase 3,NRIS,Inverness,40.00,40.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2023-10-25T04:00:00+00:00,,,
3046204,J1748,2020-07-17T04:00:00+00:00,2023-08-15T04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DeSoto,MS,DPP-2020,South,GIA,NRIS,Twinkletown 230 kV,100.00,100.00,100.00,100.00,100.00,100.00,Solar,Photovoltaic,Done,,Not Started,,2025-04-01T04:00:00+00:00,2022-11-29T05:00:00+00:00,2022-11-29T05:00:00+00:00
3046205,J2324,2022-09-08T04:00:00+00:00,2027-02-24T05:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Winnebago,IL,DPP-2022,East (ATC),Phase 1,NRIS,Shirland Ave Tap (Y-54) to Shaw 69kV,35.00,35.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2025-07-30T04:00:00+00:00,,,
3046206,J2334,2022-09-14T04:00:00+00:00,2027-09-01T04:00:00+00:00,AMEREN ILLINOIS,Montgomery,IL,DPP-2022,Central,Phase 2,NRIS,Redhawk,195.00,195.00,195.00,195.00,0.00,0.00,Solar,Photovoltaic,Active,,Not Started,,,,
3046207,J3838,2024-04-18T04:00:00+00:00,2028-11-01T04:00:00+00:00,METC,Ingham,MI,DPP-2025,East (ITC),Phase 1,NRIS,DELHI - TOMPKINS 138.0kV,225.00,225.00,135.00,135.00,0.00,0.00,Solar,Photovoltaic,Active,,,,,,
3046208,J3847,2025-01-03T05:00:00+00:00,2029-06-01T04:00:00+00:00,AMEREN ILLINOIS,Jefferson,IL,DPP-2025,Central,Phase 1,NRIS,Walton Shell Substation 138KV,200.00,200.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2026-04-14T04:00:00+00:00,,,
3046209,J3848,2024-12-31T05:00:00+00:00,2030-06-30T04:00:00+00:00,DAIRYLAND POWER COOPERATIVE,Wabasha,MN,DPP-2025,West,Phase 1,NRIS,Wabaco,250.00,250.00,250.00,250.00,0.00,0.00,Battery Storage,Battery Storage,Active,,,,,,
3046210,J3846,2025-01-10T05:00:00+00:00,2030-08-01T04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,Newton,IN,DPP-2025,Central,Phase 1,NRIS,Other_,220.00,220.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,,2026-04-14T04:00:00+00:00,,,
3046211,J3849,2024-12-31T05:00:00+00:00,2030-06-30T04:00:00+00:00,ITC MIDWEST,Winnebago,IA,DPP-2025,West,Phase 1,NRIS,Bison - Colby 345kV,200.00,200.00,200.00,200.00,0.00,0.00,Wind,Wind Turbine,Pending Revision Approval,,,,,,
3046212,J3853,2024-12-26T05:00:00+00:00,2029-06-01T04:00:00+00:00,AMEREN ILLINOIS,Iroquois,IL,DPP-2025,Central,Phase 1,NRIS,Other_,300.00,300.00,300.00,300.00,0.00,0.00,Wind,Wind Turbine,Active,,,,,,
3046213,J3526,2024-04-15T04:00:00+00:00,2030-12-31T05:00:00+00:00,NORTHERN STATES POWER COMPANY,Goodhue,MN,DPP-2023,West,Study Not Started,NRIS,NORTH ROCHESTER,200.00,200.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2025-09-30T04:00:00+00:00,,,
3046214,J3525,2024-04-17T04:00:00+00:00,2028-09-06T04:00:00+00:00,MIDAMERICAN ENERGY CO.,Rock Island,IL,DPP-2023,West,Study Not Started,NRIS,SUB 47,300.00,300.00,300.00,300.00,0.00,0.00,Battery Storage,Battery Storage,Active,,,,,,
3046215,J3532,2024-04-18T04:00:00+00:00,2028-09-30T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Roseau,MN,DPP-2023,West,Study Not Started,NRIS,Riel (MH) - Roseau County North 500.0kV,500.00,500.00,500.00,500.00,0.00,0.00,Solar,Photovoltaic,Pending Revision Approval,,,,,,
3046216,J3534,2024-04-17T04:00:00+00:00,2028-08-01T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Madison,LA,DPP-2023,South,Study Not Started,NRIS,DELHI - TALLULAH 115.0kV,125.00,125.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046217,J3535,2024-04-17T04:00:00+00:00,2028-08-01T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Dunklin,MO,DPP-2023,South,Study Not Started,NRIS,JIM HILL - HAYTI SOUTH 161.0kV,200.00,200.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046218,J3536,2024-04-17T04:00:00+00:00,2028-08-01T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Poinsett,AR,DPP-2023,South,Study Not Started,NRIS,AECC TRUMANN WEST - TRUMANN 161.0kV,190.00,190.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046219,J3533,2024-04-18T04:00:00+00:00,2028-08-31T04:00:00+00:00,AMEREN MISSOURI,Randolph,MO,DPP-2023,Central,Study Not Started,NRIS,5MOBERLY  - SALSBRY5 (KCPL) 161.0kV,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,,2025-09-29T04:00:00+00:00,,,
3046220,J3531,2024-04-17T04:00:00+00:00,2027-06-01T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",White,AR,DPP-2023,South,Study Not Started,NRIS,Other_,100.00,100.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-09-24T04:00:00+00:00,,,
3046221,J3537,2024-04-16T04:00:00+00:00,2028-06-30T04:00:00+00:00,METC,Kalamazoo,MI,DPP-2023,East (ITC),Study Not Started,NRIS,Weeds Lake 138kV substation (Bus Number 256510),265.00,265.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2025-09-30T04:00:00+00:00,,,
3046222,J3530,2024-04-16T04:00:00+00:00,2028-06-30T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Saline,AR,DPP-2023,South,Study Not Started,NRIS,SHERIDAN EHV - MAGNET COVE 500.0kV,500.00,500.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046223,J3546,2024-04-18T04:00:00+00:00,2028-08-01T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Lincoln,SD,DPP-2023,West,Study Not Started,NRIS,Yankee - Brookings CO. 115.0kV,120.00,120.00,120.00,120.00,0.00,0.00,Wind,Wind Turbine,Active,,,,,,
3046224,J3547,2024-04-17T04:00:00+00:00,2026-06-01T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Martin,MN,DPP-2023,West,Study Not Started,NRIS,LAKEFIELD,549.60,630.00,0.00,0.00,0.00,0.00,Hybrid,Combustion Turbine (Simple Cycle),Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046225,J3545,2024-04-15T04:00:00+00:00,2028-09-15T04:00:00+00:00,METC,Ionia,MI,DPP-2023,East (ITC),Study Not Started,NRIS,BINGHAM - MARQUETTE 138.0kV,200.00,200.00,200.00,200.00,0.00,0.00,Solar,Photovoltaic,Pending Revision Approval,,,,,,
3046226,J3559,2024-04-18T04:00:00+00:00,2027-09-10T04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,Hancock,KY,DPP-2023,Central,Study Not Started,NRIS,Coleman EHV,250.00,250.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046227,J3560,2024-04-05T04:00:00+00:00,2027-04-30T04:00:00+00:00,AMEREN ILLINOIS,Putnam,IL,DPP-2023,Central,Study Not Started,NRIS,Putnam 138kV,20.00,20.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046228,J3561,2024-04-18T04:00:00+00:00,2028-01-01T05:00:00+00:00,ITC MIDWEST,Jo Daviess,IL,DPP-2023,West,Study Not Started,NRIS,Galena (DPC) - Savanna 161kV,135.00,135.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046229,J3578,2024-04-09T04:00:00+00:00,2027-04-15T04:00:00+00:00,ARKANSAS ELECTRIC COOPERATIVE CORPORATION,Greene,AR,DPP-2023,South,Study Not Started,NRIS,Gainesville Switching Station,100.00,100.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046230,J3623,2024-04-17T04:00:00+00:00,2028-09-01T04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Sunflower,MS,DPP-2023,South,Study Not Started,NRIS,INDIANOLA 230/115 SUB - TILLATOBA 230.0kV,350.00,350.00,350.00,250.00,0.00,0.00,Wind,Wind Turbine,Active,,,,,,
3046231,J3616,2024-04-16T04:00:00+00:00,2028-09-30T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Arkansas,AR,DPP-2023,South,Study Not Started,NRIS,STUTTGART NORTH SS - STUTTGART RICUSKEY 115.0kV,125.00,125.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046232,J3617,2024-04-16T04:00:00+00:00,2028-09-30T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Clay,AR,DPP-2023,South,Study Not Started,NRIS,DATTO,150.00,150.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046233,J3618,2024-04-16T04:00:00+00:00,2028-09-30T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Clay,AR,DPP-2023,South,Study Not Started,NRIS,DATTO,150.00,150.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046234,J3619,2024-04-16T04:00:00+00:00,2028-09-30T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Mississippi,AR,DPP-2023,South,Study Not Started,NRIS,MONETTE JUNCTION - PARAGOULD 161.0kV,150.00,150.00,150.00,150.00,0.00,0.00,Solar,Photovoltaic,Active,,,,,,
3046235,J3620,2024-04-16T04:00:00+00:00,2028-09-30T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Mississippi,AR,DPP-2023,South,Study Not Started,NRIS,MONETTE JUNCTION - PARAGOULD 161.0kV,150.00,150.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3046236,J3621,2024-04-16T04:00:00+00:00,2028-09-30T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Craighead,AR,DPP-2023,South,Study Not Started,NRIS,HERGETT - POWERLINE ROAD 161.0kV,150.00,150.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-09-24T04:00:00+00:00,,,
3046237,J3622,2024-04-16T04:00:00+00:00,2028-09-30T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Craighead,AR,DPP-2023,South,Study Not Started,NRIS,HERGETT - POWERLINE ROAD 161.0kV,150.00,150.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2025-09-24T04:00:00+00:00,,,
3046238,J4021,2025-05-27T04:00:00+00:00,2028-12-31T05:00:00+00:00,INDIANAPOLIS POWER & LIGHT COMPANY,Sullivan,IN,DPP-2026,Central,,NRIS,Petersburg - Sullivan (AEP/PJM) 345.0kV,470.00,470.00,0.00,0.00,0.00,0.00,Gas,Combustion Turbine (Simple Cycle),Active,,,,,,
3046239,J4017,2025-05-15T04:00:00+00:00,2030-05-01T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Blue Earth,MN,DPP-2025,West,Phase 1,NRIS,Wilmarth - Fieldon 345.0kV,299.00,299.00,250.00,250.00,0.00,0.00,Solar,Photovoltaic,Active,,,,,,
3046240,J4018,2025-05-02T04:00:00+00:00,2029-06-01T04:00:00+00:00,AMEREN ILLINOIS,Ford,IL,DPP-2025,Central,Phase 1,NRIS,Other_,250.00,250.00,250.00,250.00,0.00,0.00,Wind,Wind Turbine,Active,,,,,,
3046241,J4019,2025-05-07T04:00:00+00:00,2030-07-01T04:00:00+00:00,METC,Calhoun,MI,DPP-2026,East (ITC),,NRIS,BATTLE CREEK - ONEIDA 345.0kV,200.00,200.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Active,,,,,,
3046242,J4020,2025-05-12T04:00:00+00:00,2030-05-01T04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Kenosha,WI,DPP-2025,East (ATC),Phase 1,NRIS,Pleasant Prairie - Arcadian 345.0kV,481.00,481.00,0.00,0.00,0.00,0.00,Gas,Combustion Turbine (Simple Cycle),Withdrawn,,,2025-09-11T04:00:00+00:00,,,
3046243,J4022,2025-05-22T04:00:00+00:00,2030-01-02T05:00:00+00:00,"ENTERGY LOUISIANA, LLC",Ouachita,LA,DPP-2025,South,Phase 1,NRIS,STERLINGTON 500 SWYD,1509.00,1509.00,0.00,0.00,0.00,0.00,Gas,Combined Cycle,Withdrawn,,,2026-01-05T05:00:00+00:00,,,
3046244,J4031,2025-05-12T04:00:00+00:00,2030-01-31T05:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,Scott,IL,DPP-2025,Central,Phase 1,NRIS,7MEREDOSIA - 7TURNER 345.0kV,245.00,245.00,245.00,245.00,0.00,0.00,Solar,Photovoltaic,Active,,,,,,
3046245,J4030,2025-05-29T04:00:00+00:00,2029-10-01T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Faulkner,AR,DPP-2025,South,Phase 1,NRIS,MAYFLOWER115KV,200.00,200.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2026-04-15T04:00:00+00:00,,,
3046246,J3983,2024-10-30T04:00:00+00:00,2030-09-02T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Gibson,IN,DPP-2025,Central,Phase 1,NRIS,MACKEY,100.00,100.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,,2026-04-14T04:00:00+00:00,,,
3046247,S1081,2025-01-13T05:00:00+00:00,2028-04-30T04:00:00+00:00,METC,Muskegon,MI,,,,SIS,DU PONT - WHITE LAKE 138.0kV,100.00,100.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Active,,,,2029-05-12T04:00:00+00:00,,
3046248,J3984,2024-10-25T04:00:00+00:00,2030-09-02T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Jefferson,AR,DPP-2025,South,Phase 1,NRIS,STUTTGART RICUSKEY - WOODWARD 230 SUB 230.0kV,200.00,200.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,,2026-04-15T04:00:00+00:00,,,
3046249,S1080,2025-01-14T05:00:00+00:00,2028-07-30T04:00:00+00:00,SOUTHERN MINNESOTA MUNICIPAL POWER AGENCY,Martin,MN,,,,SIS,Rutland,150.00,150.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Active,,,,,,
