id,projectNumber,queueDate,inService,transmissionOwner,county,state,studyCycle,studyGroup,studyPhase,svcType,poiName,summerNetMW,winterNetMW,dp1ErisMw,dp1NrisMw,dp2ErisMw,dp2NrisMw,fuelType,facilityType,applicationStatus,sisPhase1,postGIAStatus,withdrawnDate,negInService,doneDate,giaToExec
3036977,J2377,2024-11-07T05:00:00+00:00,2028-04-01T04:00:00+00:00,AMEREN ILLINOIS,Peoria,IL,DPP-2022,Central,Phase 2,NRIS,7CLINTON  - 7BROKAW 345.0kV,300.00,300.00,300.00,300.00,0.00,0.00,Battery Storage,Battery Storage,Active,,Not Started,,,,
3036978,J2374,2022-09-15T04:00:00+00:00,2025-06-30T04:00:00+00:00,ITC,Sanilac,MI,DPP-2022,East (ITC),Phase 1,NRIS,J1557 Sub,200.00,200.00,200.00,200.00,0.00,0.00,Solar,Photovoltaic,Active,,Not Started,,,,
3036979,J2455,2022-09-15T04:00:00+00:00,2026-09-15T04:00:00+00:00,,La Crosse,WI,DPP-2022,West,Phase 1,NRIS,FRENCH ISLAND,92.00,92.00,92.00,92.00,0.00,0.00,Battery Storage,Battery Storage,Active,,Not Started,,,,
3036980,J2448,2022-09-15T04:00:00+00:00,2026-10-31T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Webster,LA,DPP-2022,South,Phase 1,NRIS,Haynesville South to Sarepta 115kV,100.00,100.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2025-07-30T04:00:00+00:00,,,
3036981,J2543,2022-09-15T04:00:00+00:00,2026-10-31T04:00:00+00:00,CLECO POWER LLC,Beauregard,LA,DPP-2022,South,Phase 1,NRIS,West Bay - Centennial 138 kV,175.00,175.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2025-07-31T04:00:00+00:00,,,
3036982,J2378,2022-09-15T04:00:00+00:00,2026-05-01T04:00:00+00:00,ITC,Macomb,MI,DPP-2022,East (ITC),Phase 1,NRIS,LENOX - ST.CLAIR 120.0kV,152.00,152.00,152.00,152.00,0.00,0.00,Battery Storage,Battery Storage,Active,,Not Started,,,,
3036983,J2388,2022-09-15T04:00:00+00:00,2026-09-30T04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,Macon,IL,DPP-2022,Central,Phase 2,ERIS,Faraday,200.00,200.00,200.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Active,,Not Started,,,,
3036984,J2389,2022-09-15T04:00:00+00:00,2026-09-30T04:00:00+00:00,AMEREN ILLINOIS,Adams,IL,DPP-2022,Central,Phase 2,ERIS,Monument,150.00,150.00,150.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Active,,Not Started,,,,
3036985,J2473,2022-09-15T04:00:00+00:00,2026-09-30T04:00:00+00:00,INDIANAPOLIS POWER & LIGHT COMPANY,Marion,IN,DPP-2022,Central,Phase 2,NRIS,Hanna 138kV,150.00,150.00,150.00,150.00,0.00,0.00,Battery Storage,Battery Storage,Active,,Not Started,,,,
3036986,J2474,2022-09-15T04:00:00+00:00,2026-09-30T04:00:00+00:00,AMEREN ILLINOIS,Sangamon,IL,DPP-2022,Central,Phase 2,ERIS,4AUSTIN - 4VIRDEN   138.0kV,100.00,100.00,100.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Active,,Not Started,,,,
3036987,J2475,2022-09-15T04:00:00+00:00,2026-09-30T04:00:00+00:00,ITC,Monroe,MI,DPP-2022,East (ITC),Phase 1,NRIS,Toll Rd 120kV,200.00,200.00,200.00,200.00,0.00,0.00,Battery Storage,Battery Storage,Active,,Not Started,,,,
3036988,J2391,2022-09-14T04:00:00+00:00,2026-10-31T04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Tallahatchie,MS,DPP-2022,South,Phase 1,NRIS,Webb 115 kV,100.00,100.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2025-07-30T04:00:00+00:00,,,
3036989,J2449,2022-09-15T04:00:00+00:00,2026-10-31T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Faulkner,AR,DPP-2022,South,Phase 1,NRIS,Mayflower EHV 500 kV,200.00,200.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2025-07-31T04:00:00+00:00,,,
3036990,J2450,2022-09-15T04:00:00+00:00,2026-10-31T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Tippecanoe,IN,DPP-2022,Central,Phase 2,NRIS,WESTWOOD 345 KV,100.00,100.00,100.00,100.00,0.00,0.00,Battery Storage,Battery Storage,Active,,Not Started,,,,
3036991,J2536,2022-09-15T04:00:00+00:00,2026-10-31T04:00:00+00:00,AMEREN ILLINOIS,LaSalle,IL,DPP-2022,Central,Phase 2,NRIS,Fox River - Ottawa 138kV,200.00,200.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2025-10-27T04:00:00+00:00,,,
3036992,J2394,2022-09-15T04:00:00+00:00,2025-05-31T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Craighead,AR,DPP-2022,South,Phase 1,ERIS,Independence ISES - Powerline Road 500 kV,200.00,200.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2023-03-24T04:00:00+00:00,,,
3036993,J2396,2022-09-15T04:00:00+00:00,2025-05-31T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Calhoun,AR,DPP-2022,South,Phase 1,ERIS,SHERIDAN EHV - EL DORADO EHV 500.0kV,400.00,400.00,400.00,0.00,0.00,0.00,Solar,Photovoltaic,Active,,Not Started,,,,
3036994,J2397,2022-09-15T04:00:00+00:00,2025-05-31T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Calhoun,AR,DPP-2022,South,Phase 1,ERIS,SHERIDAN EHV - EL DORADO EHV 500.0kV,160.00,160.00,160.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Active,,Not Started,,,,
3036995,J2398,2022-09-15T04:00:00+00:00,2025-05-31T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Craighead,AR,DPP-2022,South,Phase 1,ERIS,Independence ISES - Powerline Road 500 kV,160.00,160.00,0.00,0.00,0.00,0.00,Hybrid,Solar/Battery,Withdrawn,,Not Started,2023-03-24T04:00:00+00:00,,,
3036996,J2399,2022-09-15T04:00:00+00:00,2025-05-31T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Craighead,AR,DPP-2022,South,Phase 1,ERIS,Independence ISES - Powerline Road 500 kV,500.00,500.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2023-03-24T04:00:00+00:00,,,
3036997,J2400,2022-09-15T04:00:00+00:00,2025-05-31T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Bienville,LA,DPP-2022,South,Phase 1,ERIS,Sailes Substation 115kV,120.00,120.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2025-07-30T04:00:00+00:00,,,
3036998,J2401,2022-09-15T04:00:00+00:00,2025-05-31T04:00:00+00:00,AMEREN ILLINOIS,Johnson,IL,DPP-2022,Central,Phase 2,ERIS,7W_FRFT_E - 7SHAWNEE FP 345.0kV,150.00,150.00,150.00,0.00,0.00,0.00,Solar,Photovoltaic,Active,,Not Started,,,,
3036999,J2402,2022-09-15T04:00:00+00:00,2025-05-31T04:00:00+00:00,AMEREN ILLINOIS,Johnson,IL,DPP-2022,Central,Phase 2,ERIS,7W_FRFT_E - 7SHAWNEE FP 345.0kV,200.00,200.00,200.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Active,,Not Started,,,,
3037000,J2403,2022-09-15T04:00:00+00:00,2025-05-31T04:00:00+00:00,AMEREN ILLINOIS,Johnson,IL,DPP-2022,Central,Phase 2,ERIS,7JORD - 7MASS 345.0kV,200.00,200.00,200.00,0.00,0.00,0.00,Solar,Photovoltaic,Active,,Not Started,,,,
3037001,J2373,2022-09-15T04:00:00+00:00,2025-01-06T05:00:00+00:00,"ENTERGY LOUISIANA, LLC",Calcasieu,LA,DPP-2022,South,Phase 1,NRIS,230kV Graywood or (new) Big Lake,40.00,40.00,0.00,0.00,0.00,0.00,Waste Heat Recovery,"Steam Turbine (including Nuclear, Geothermal and Solar Steam)",Withdrawn,,Not Started,2023-01-25T05:00:00+00:00,,,
3037002,J2362,2022-09-13T04:00:00+00:00,2026-09-01T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Fountain,IN,DPP-2022,Central,Phase 2,NRIS,VEEDERSBURG WEST 230kV Substation,100.00,100.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2025-10-27T04:00:00+00:00,,,
3037003,J3663,2024-04-13T04:00:00+00:00,2028-09-01T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Morehouse,LA,DPP-2023,South,Study Not Started,NRIS,OAK RIDGE (LA) - STERLINGTON 115 SWYD 115.0kV,150.00,150.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-09-29T04:00:00+00:00,,,
3037004,J3661,2024-04-14T04:00:00+00:00,2028-09-01T04:00:00+00:00,AMEREN MISSOURI,Henry,IA,DPP-2023,West,Study Not Started,NRIS,7MAYWOOD - 7SUB T  3 345.0kV,300.00,300.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,,2025-09-02T04:00:00+00:00,,,
3037005,J3707,2024-04-16T04:00:00+00:00,2027-09-15T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Putnam,IN,DPP-2023,Central,Study Not Started,NRIS,Other_,40.00,40.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-07-01T04:00:00+00:00,,,
3037006,J1892,2021-08-24T04:00:00+00:00,2023-11-01T04:00:00+00:00,METC,Otsego,MI,DPP-2021,East (ITC),Phase 3,NRIS,Livingston - Keystone 345 kV,64.80,64.80,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2021-12-09T05:00:00+00:00,,,
3037007,J1864,2021-08-16T04:00:00+00:00,2024-09-15T04:00:00+00:00,ITC MIDWEST,Cerro Gordo,IA,DPP-2021,West,Phase 2,NRIS,Emery 161kV,250.00,250.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,,2021-10-12T04:00:00+00:00,,,
3037008,J2200,2021-08-13T04:00:00+00:00,2024-09-30T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Scott,MN,DPP-2021,West,Phase 2,NRIS,BLUE LAKE,200.00,200.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2021-11-30T05:00:00+00:00,,,
3037009,J3732,2024-04-15T04:00:00+00:00,2026-12-30T05:00:00+00:00,AMEREN ILLINOIS,Saline,IL,DPP-2023,Central,Study Not Started,NRIS,Niles 138 kV (J1208/J1209) to be built near existing Harco Tap,175.00,175.00,175.00,175.00,0.00,0.00,Hybrid,Solar/Battery,Active,,,,,,
3037010,J4023,2025-02-03T05:00:00+00:00,2029-06-01T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Clay,IN,DPP-2025,Central,Phase 1,NRIS,Wabash River  -  Staunton 230.0kV,185.00,185.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2026-04-14T04:00:00+00:00,,,
3037011,S1082,2025-01-13T05:00:00+00:00,2028-04-30T04:00:00+00:00,METC,Muskegon,MI,,,,SIS,DU PONT - WHITE LAKE 138.0kV,50.00,50.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Active,,,,2029-05-12T04:00:00+00:00,,
3037012,S1093,2025-03-06T05:00:00+00:00,2027-09-01T04:00:00+00:00,ITC MIDWEST,Mitchell,IA,,,,SIS,Mitchell County,202.00,202.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2026-06-18T04:00:00+00:00,,,
3037013,J4069,2025-10-03T04:00:00+00:00,2030-01-31T05:00:00+00:00,AMERICAN TRANSMISSION COMPANY,Marathon,WI,DPP-2025,East (ATC),Phase 1,NRIS,Kelly - Ackley 115.0kV,169.93,169.93,169.93,169.93,0.00,0.00,Solar,Photovoltaic,Active,,,,,,
3037014,S1116,2025-08-31T04:00:00+00:00,2027-06-01T04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Tallahatchie,MS,,,,SIS,WEBB,100.00,100.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Active,,,,,,
3037015,J4110,2025-10-07T04:00:00+00:00,2030-06-30T04:00:00+00:00,CLECO POWER LLC,Lafayette,LA,DPP-2026,South,,NRIS,Rork - Sellers Road 230.0kV,400.00,400.00,0.00,0.00,0.00,0.00,Gas,Combustion Turbine (Simple Cycle),Active,,,,,,
3037016,J4109,2025-10-07T04:00:00+00:00,2030-06-30T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Iberville,LA,DPP-2025,South,Phase 1,NRIS,DONALDSONVILLE - EVERGREEN 230.0kV,1300.00,1300.00,0.00,0.00,0.00,0.00,Gas,Combined Cycle,Withdrawn,,,2025-12-19T05:00:00+00:00,,,
3037017,J4108,2025-10-07T04:00:00+00:00,2030-09-30T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Webster,LA,DPP-2025,South,Phase 1,NRIS,SAREPTA,150.00,150.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2026-01-27T05:00:00+00:00,,,
3037018,S1120,2025-09-08T04:00:00+00:00,2027-07-15T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Knox,IN,,,,SIS,Edwardsport  - Washington Mun,150.00,150.00,0.00,0.00,0.00,0.00,Battery Storage,Solar/Battery,Active,,,,,,
3037019,J4036,2025-07-01T04:00:00+00:00,2029-09-06T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Cross,AR,DPP-2025,South,Phase 1,NRIS,WYNNE INDUSTRIAL,160.00,160.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-12-31T05:00:00+00:00,,,
3037020,J4240,2026-05-13T02:35:53+00:00,2031-06-28T04:00:00+00:00,OTTER TAIL POWER COMPANY,Grant,,DPP-2026,West,,NRIS,Big Stone South 345 kV substation,250.00,250.00,0.00,0.00,0.00,0.00,,,Active,,,,,,
3037021,J4241,2026-05-28T18:29:18+00:00,2030-12-01T05:00:00+00:00,AMEREN MISSOURI,St. Charles,,DPP-2026,Central,,NRIS,SIOUX,2220.00,2220.00,0.00,0.00,0.00,0.00,,,Active,,,,,,
3037022,J4242,2026-05-22T23:48:28+00:00,2031-05-01T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",,,DPP-2026,South,,NRIS,,115.00,115.00,0.00,0.00,0.00,0.00,,,Active,,,,,,
3037023,J3244,2024-03-27T04:00:00+00:00,2028-06-30T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Parke,IN,DPP-2023,Central,Study Not Started,NRIS,Parke County REMC,100.00,100.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-09-05T04:00:00+00:00,,,
3037024,J3245,2024-03-26T04:00:00+00:00,2028-06-30T04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,Breckinridge,KY,DPP-2023,Central,Study Not Started,NRIS,Meade County - New Hardinsburg 161.0kV,150.00,150.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-09-05T04:00:00+00:00,,,
3037025,J3246,2024-04-05T04:00:00+00:00,2028-01-15T05:00:00+00:00,"PRAIRIE POWER, INC.",Sangamon,IL,DPP-2023,Central,Study Not Started,NRIS,Fancy Creek 138kV Substation,120.00,120.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-09-30T04:00:00+00:00,,,
3037026,J3251,2024-04-15T04:00:00+00:00,2028-06-01T04:00:00+00:00,METC,Genesee,MI,DPP-2023,East (ITC),Study Not Started,NRIS,THETFORD,200.00,200.00,200.00,200.00,0.00,0.00,Battery Storage,Battery Storage,Active,,,,,,
3037027,J3252,2024-04-15T04:00:00+00:00,2028-06-01T04:00:00+00:00,ITC,St. Clair,MI,DPP-2023,East (ITC),Study Not Started,NRIS,FITZ,200.00,200.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2025-05-23T04:00:00+00:00,,,
3037028,J3250,2024-04-14T04:00:00+00:00,2028-09-15T04:00:00+00:00,MIDAMERICAN ENERGY CO.,Cerro Gordo,IA,DPP-2023,West,Study Not Started,NRIS,FLOYD - EMERY (ITCM) 161.0kV,150.00,150.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,,2025-09-02T04:00:00+00:00,,,
3037029,J3261,2024-03-26T04:00:00+00:00,2028-06-30T04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",Tunica,MS,DPP-2023,South,Study Not Started,NRIS,Tunica 230 kV (337160),200.00,200.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-09-30T04:00:00+00:00,,,
3037030,J3260,2024-03-28T04:00:00+00:00,2028-01-15T05:00:00+00:00,AMEREN ILLINOIS,LaSalle,IL,DPP-2023,Central,Study Not Started,NRIS,4NLASALLE RB - 4WED_FOXR 138.0kV,97.00,97.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-09-30T04:00:00+00:00,,,
3037031,J3263,2024-04-15T04:00:00+00:00,2028-06-01T04:00:00+00:00,ARKANSAS ELECTRIC COOPERATIVE CORPORATION,Desha,AK,DPP-2023,South,Study Not Started,NRIS,DUMAS - REED SS 115.0kV,150.00,150.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-09-25T04:00:00+00:00,,,
3037032,J3262,2024-04-12T04:00:00+00:00,2028-03-01T05:00:00+00:00,"ENTERGY TEXAS, INC.",Jefferson,TX,DPP-2023,South,Study Not Started,NRIS,Stowell,300.00,300.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3037033,J3264,2024-04-12T04:00:00+00:00,2028-09-01T04:00:00+00:00,METC,Otsego,MI,DPP-2023,East (ITC),Study Not Started,NRIS,LIVINGSTON CO,300.00,300.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3037034,J3267,2024-04-15T04:00:00+00:00,2028-06-01T04:00:00+00:00,METC,Genesee,MI,DPP-2023,East (ITC),Study Not Started,NRIS,THETFORD,50.00,50.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-05-23T04:00:00+00:00,,,
3037035,J3286,2024-04-15T04:00:00+00:00,2028-11-01T04:00:00+00:00,ITC,Sanilac,MI,DPP-2023,East (ITC),Study Not Started,NRIS,KILGORE - MICAH 120.0kV,200.00,200.00,200.00,200.00,0.00,0.00,Solar,Photovoltaic,Pending Revision Approval,,,,,,
3037036,J3287,2024-04-15T04:00:00+00:00,2028-11-01T04:00:00+00:00,WOLVERINE POWER SUPPLY COOPERATIVE,Osceola,MI,DPP-2023,East (ITC),Study Not Started,NRIS,Hersey Interconnection,110.00,110.00,110.00,110.00,0.00,0.00,Solar,Photovoltaic,Pending Revision Approval,,,,,,
3037037,J3300,2024-04-17T04:00:00+00:00,2027-01-31T05:00:00+00:00,"ENTERGY ARKANSAS, LLC",Craighead,AR,DPP-2023,South,Study Not Started,NRIS,CASH - NEWPORT AB 161.0kV,200.00,200.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3037038,J3301,2024-04-17T04:00:00+00:00,2027-01-31T05:00:00+00:00,"ENTERGY ARKANSAS, LLC",Prairie,AR,DPP-2023,South,Study Not Started,NRIS,DES ARC - COTTON PLANT 115.0kV,180.00,180.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3037039,J3302,2024-04-17T04:00:00+00:00,2027-01-31T05:00:00+00:00,"ENTERGY ARKANSAS, LLC",Jefferson,AR,DPP-2023,South,Study Not Started,NRIS,P.B. SOUTH - VARNER 115.0kV,105.00,105.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3037040,J3303,2024-04-17T04:00:00+00:00,2027-01-31T05:00:00+00:00,"ENTERGY ARKANSAS, LLC",Prairie,AR,DPP-2023,South,Study Not Started,NRIS,WEST MEMPHIS EHV - KEO EHV 500.0kV,400.00,400.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3037041,J3304,2024-04-17T04:00:00+00:00,2027-01-31T05:00:00+00:00,"ENTERGY ARKANSAS, LLC",Clark,AR,DPP-2023,South,Study Not Started,NRIS,ETTA - MCNEIL EHV 500.0kV,350.00,350.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-12-23T05:00:00+00:00,,,
3037042,J3305,2024-04-17T04:00:00+00:00,2027-01-31T05:00:00+00:00,MIDAMERICAN ENERGY CO.,Adams,IA,DPP-2023,West,Study Not Started,NRIS,Other_,150.00,150.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,,2025-01-17T05:00:00+00:00,,,
3037043,J3232,2024-04-11T04:00:00+00:00,2028-08-31T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Vermillion,IN,DPP-2023,Central,Study Not Started,NRIS,CAYUGA STATION,500.00,500.00,475.50,500.00,0.00,0.00,Gas,Combined Cycle,Active,,,,,,
3037044,J1030,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,"ENTERGY TEXAS, INC.",Polk County,TX,DPP-2018-APR,South,GIA,ERIS,Poco - Menard 138kV Line Tao,150.00,150.00,150.00,0.00,150.00,0.00,Solar,Photovoltaic,Done,,In Service,,2023-01-23T05:00:00+00:00,2020-10-22T04:00:00+00:00,2020-03-20T04:00:00+00:00
3037045,J1031,2018-03-12T04:00:00+00:00,2020-10-01T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Henry County,IN,DPP-2018-APR,Central,GIA,NRIS,Fall Creek - New Castle 138 kV Line Tap,150.00,150.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2020-01-07T05:00:00+00:00,,,
3037046,J1032,2018-03-12T04:00:00+00:00,2021-10-31T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Wabasha County,MN,DPP-2018-APR,West,GIA,NRIS,Briggs Rd. - N. Rochester 345 kV Line Tap,50.00,50.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2020-03-25T04:00:00+00:00,,,
3037047,J1040,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,MONTANA-DAKOTA UTILITIES CO.,McIntosh County,ND,DPP-2018-APR,West,GIA,NRIS,Wishek Junction 230 kV Substation,250.00,250.00,250.00,250.00,250.00,250.00,Wind,Wind Turbine,Done,,Under Construction,,2023-05-14T04:00:00+00:00,2022-02-07T05:00:00+00:00,2022-02-01T05:00:00+00:00
3037048,J1033,2018-03-12T04:00:00+00:00,2021-10-31T04:00:00+00:00,Ameren Missouri,Stoddard County,MO,DPP-2018-APR,Central,GIA,NRIS,Stoddard - Morely 161 kV Line Tap,50.00,50.00,50.00,50.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2021-03-10T05:00:00+00:00,,,
3037049,J1010,2018-03-12T04:00:00+00:00,2020-09-01T04:00:00+00:00,American Transmission Co. LLC,"Kenosha County,Racine County",WI,DPP-2018-APR,East (ATC),GIA,NRIS,Arcadian - Zion 345kV Line Tap,400.00,400.00,400.00,400.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2020-05-19T04:00:00+00:00,,,
3037050,J1034,2018-03-12T04:00:00+00:00,2021-10-31T04:00:00+00:00,Ameren Missouri,Stoddard County,MO,DPP-2018-APR,Central,GIA,NRIS,Stoddard - Morley 161kV Line Tap,225.00,225.00,225.00,225.00,225.00,225.00,Solar,Photovoltaic,Done,,Under Construction,,2024-06-01T04:00:00+00:00,2021-10-12T04:00:00+00:00,2021-10-13T04:00:00+00:00
3037051,J1041,2018-03-12T04:00:00+00:00,2021-10-31T04:00:00+00:00,ITC MIDWEST,Jackson County,MN,DPP-2018-APR,West,GIA,NRIS,Brewster - Heron Lake 161 kV Line,20.00,20.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2020-03-25T04:00:00+00:00,,,
3037052,J1011,2018-03-12T04:00:00+00:00,2022-09-01T04:00:00+00:00,American Transmission Co. LLC,"Kenosha County,Racine County",WI,DPP-2018-APR,East (ATC),GIA,NRIS,Arcadian - Zion 345kV Line Tap,400.00,400.00,400.00,400.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2020-05-19T04:00:00+00:00,,,
3037053,J1035,2018-03-12T04:00:00+00:00,2021-07-01T04:00:00+00:00,AMEREN ILLINOIS,Washington County,IL,DPP-2018-APR,Central,GIA,NRIS,Fayetteville - Marigold 138 kV Line Tap,75.00,75.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2018-10-15T04:00:00+00:00,,,
3037054,J1042,2018-03-09T05:00:00+00:00,2021-09-01T04:00:00+00:00,American Transmission Co. LLC,Walworth County,WI,DPP-2018-APR,East (ATC),GIA,NRIS,North Lake Geneva 138kV Substation,200.00,200.00,200.00,200.00,180.00,180.00,Solar,Photovoltaic,Withdrawn,,Withdrawn,2023-08-09T04:00:00+00:00,2023-09-15T04:00:00+00:00,2021-05-18T04:00:00+00:00,2021-05-18T04:00:00+00:00
3037055,J1012,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,"PRAIRIE POWER, INC.",Scott County,IL,DPP-2018-APR,Central,GIA,NRIS,Jacksonville Ind. Park - Winchester 138kV Line Tap,100.00,100.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-03-28T04:00:00+00:00,,,
3037056,J1036,2018-03-12T04:00:00+00:00,2020-09-01T04:00:00+00:00,Xcel Energy,Cottonwood County,MN,DPP-2018-APR,West,GIA,NRIS,Lakefield Generation SW 345kV Substation,130.00,130.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-02-15T05:00:00+00:00,,,
3037057,J1043,2018-03-12T04:00:00+00:00,2021-06-13T04:00:00+00:00,METC,Montcalm County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Vergennes - Nelson Rd 345 kV Line Tap,374.40,374.40,374.40,374.40,374.40,374.40,Wind,Wind Turbine,Withdrawn,,Withdrawn,2023-02-09T05:00:00+00:00,2024-05-31T04:00:00+00:00,2021-05-03T04:00:00+00:00,2020-12-22T05:00:00+00:00
3037058,J1013,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,METC,Branch County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Batavia 138kV Substation,80.00,80.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-12-02T05:00:00+00:00,,,
3037059,J1037,2018-03-12T04:00:00+00:00,2021-10-01T04:00:00+00:00,GREAT RIVER ENERGY,Murray County,MN,DPP-2018-APR,West,GIA,NRIS,Moon Lake 69kV Substation,15.00,15.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2019-08-15T04:00:00+00:00,,,
