id,projectNumber,queueDate,inService,transmissionOwner,county,state,studyCycle,studyGroup,studyPhase,svcType,poiName,summerNetMW,winterNetMW,dp1ErisMw,dp1NrisMw,dp2ErisMw,dp2NrisMw,fuelType,facilityType,applicationStatus,sisPhase1,postGIAStatus,withdrawnDate,negInService,doneDate,giaToExec
3040873,J1081,2018-03-12T04:00:00+00:00,2020-09-01T04:00:00+00:00,OTTER TAIL POWER COMPANY,Polk County,MN,DPP-2018-APR,West,GIA,NRIS,Winger 115kV Substation,300.00,300.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-03-28T04:00:00+00:00,,,
3040874,J1061,2018-03-12T04:00:00+00:00,2021-10-31T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Wabasha County,MN,DPP-2018-APR,West,GIA,NRIS,Briggs Rd - N. Rochester 345 kV Line Tap,300.00,300.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2020-03-25T04:00:00+00:00,,,
3040875,J1055,2018-03-12T04:00:00+00:00,2020-09-30T04:00:00+00:00,AMEREN ILLINOIS,Mason County,IL,DPP-2018-APR,Central,GIA,NRIS,Mason Substation 138 kV Bus,144.00,144.00,144.00,144.00,144.00,144.00,Wind,Wind Turbine,Done,,In Service,,2020-10-15T04:00:00+00:00,2021-11-13T05:00:00+00:00,2019-07-31T04:00:00+00:00
3040876,J1082,2018-03-12T04:00:00+00:00,2020-09-01T04:00:00+00:00,Ameren Missouri,"Grundy County,Mercer County",MO,DPP-2018-APR,West,GIA,NRIS,Zachary 345 kV Substation,400.00,400.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-03-28T04:00:00+00:00,,,
3040877,J1062,2018-03-12T04:00:00+00:00,2021-10-31T04:00:00+00:00,ITC MIDWEST,Washtenaw County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Majestic - Lemoyne 345 kV Line Tap,200.00,200.00,150.00,150.00,150.00,150.00,Solar,Photovoltaic,Done,,Not Started,,2023-06-01T04:00:00+00:00,2021-04-23T04:00:00+00:00,2020-12-22T05:00:00+00:00
3040878,J1056,2018-03-12T04:00:00+00:00,2020-10-31T04:00:00+00:00,ITC MIDWEST,Monroe County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Lulu - Monroe 345 kV Line Tap,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-11-21T05:00:00+00:00,,,
3040879,J1083,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,METC,Eaton County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Oneida138kV Substation,70.00,70.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-12-02T05:00:00+00:00,,,
3040880,J1090,2018-03-12T04:00:00+00:00,2021-01-02T05:00:00+00:00,METC,Ingham County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Tompkins - Churchill Jct 138 kV Line Tap,90.00,90.00,90.00,90.00,90.00,90.00,Solar,Photovoltaic,Withdrawn,,Not Started,2021-02-04T05:00:00+00:00,,,2020-12-22T05:00:00+00:00
3040881,J1063,2018-03-12T04:00:00+00:00,2022-10-31T04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",Clinton County,IN,DPP-2018-APR,Central,GIA,NRIS,New London - Frankfort 230kV Line Tap,195.00,195.00,195.00,195.00,195.00,195.00,Solar,Photovoltaic,Done,,Under Construction,,2022-08-01T04:00:00+00:00,2022-03-09T05:00:00+00:00,2021-03-29T04:00:00+00:00
3040882,J1057,2018-03-12T04:00:00+00:00,2021-10-31T04:00:00+00:00,ITC MIDWEST,Jackson County,MN,DPP-2018-APR,West,GIA,NRIS,Brewster - Heron Lake 161 kV Line,125.00,125.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2020-03-25T04:00:00+00:00,,,
3040883,J1070,2018-03-12T04:00:00+00:00,2021-09-15T04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC",Washington County,MS,DPP-2018-APR,South,GIA,NRIS,SE Greenville 115kV Substation,100.00,100.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-08-29T04:00:00+00:00,,,
3040884,J1084,2018-03-12T04:00:00+00:00,2020-09-01T04:00:00+00:00,ITC MIDWEST,Clinton County,IA,DPP-2018-APR,West,GIA,NRIS,Rock Creek 345 kV Substation,150.00,150.00,150.00,150.00,150.00,150.00,Solar,Photovoltaic,Done,,Under Construction,,2023-09-01T04:00:00+00:00,2021-06-15T04:00:00+00:00,2021-06-15T04:00:00+00:00
3040885,J1064,2018-03-12T04:00:00+00:00,2020-10-31T04:00:00+00:00,METC,Ionia County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Marquette - Vergennes 138 kV Line Tap,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-11-21T05:00:00+00:00,,,
3040886,J1091,2018-03-12T04:00:00+00:00,2021-09-15T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Craighead County,AR,DPP-2018-APR,South,GIA,NRIS,Power Line Road 161 kV Substation,150.00,150.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-08-29T04:00:00+00:00,,,
3040887,J1058,2018-03-12T04:00:00+00:00,2021-10-31T04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,Lake County,IN,DPP-2018-APR,Central,GIA,NRIS,Schahfer-St. John 345kV Line Tap,300.00,300.00,200.00,200.00,200.00,200.00,Solar,Photovoltaic,Done,,Under Construction,,2024-06-01T04:00:00+00:00,2021-10-12T04:00:00+00:00,2021-10-15T04:00:00+00:00
3040888,J1071,2018-03-12T04:00:00+00:00,2021-01-20T05:00:00+00:00,METC,Oceana County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Donaldson 138 kV Substation,100.00,100.00,100.00,100.00,100.00,100.00,Solar,Photovoltaic,Done,,Under Construction,,2021-01-15T05:00:00+00:00,2021-03-26T04:00:00+00:00,2021-03-26T04:00:00+00:00
3040889,J1085,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,American Transmission Co. LLC,"Marathon County,Taylor County,Wood County",WI,DPP-2018-APR,East (ATC),GIA,NRIS,Gardner Park - J821 POI - Stone Lake 345 kV Line Tap,300.00,300.00,300.00,300.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2020-05-19T04:00:00+00:00,,,
3040890,J1065,2018-03-12T04:00:00+00:00,2020-10-31T04:00:00+00:00,METC,Gratiot County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Alma - Vestaburg 138kV Line Tap,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-11-21T05:00:00+00:00,,,
3040891,J1059,2018-03-12T04:00:00+00:00,2021-10-31T04:00:00+00:00,Ameren Missouri,Cape Girardeau County,MO,DPP-2018-APR,Central,GIA,NRIS,Kelso - Lutesville 345 kV Line Tap,300.00,300.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2020-01-07T05:00:00+00:00,,,
3040892,J1072,2018-03-12T04:00:00+00:00,2020-09-01T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Mower County,MN,DPP-2018-APR,West,GIA,NRIS,Adams 345 kV Substation,150.00,150.00,150.00,150.00,150.00,150.00,Solar,Photovoltaic,Done,,Under Construction,,2023-08-01T04:00:00+00:00,2021-06-15T04:00:00+00:00,2021-06-15T04:00:00+00:00
3040893,J1086,2018-03-12T04:00:00+00:00,2021-01-02T05:00:00+00:00,ITC MIDWEST,Nobles County,MN,DPP-2018-APR,West,GIA,NRIS,Elk - Brewster 161 kV Line Tap,120.00,120.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2020-03-25T04:00:00+00:00,,,
3040894,J1066,2018-03-12T04:00:00+00:00,2019-07-31T04:00:00+00:00,"PRAIRIE POWER, INC.",Pike County,IL,DPP-2018-APR,Central,GIA,E-NRIS,El Dara Junction - Pittsfield 69 kV Line Tap,44.00,44.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2018-05-17T04:00:00+00:00,,,
3040895,J1092,2018-03-12T04:00:00+00:00,2022-09-30T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Saint Croix County,WI,DPP-2018-APR,West,GIA,NRIS,Three Lakes 115 kV Substation,100.00,100.00,100.00,100.00,100.00,100.00,Solar,Photovoltaic,Done,,Not Started,,2023-10-01T04:00:00+00:00,2021-06-15T04:00:00+00:00,2021-06-15T04:00:00+00:00
3040896,J1073,2018-03-12T04:00:00+00:00,2021-09-15T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Iberville Parish,LA,DPP-2018-APR,South,GIA,NRIS,Webre 500 kV Substation,300.00,300.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-08-29T04:00:00+00:00,,,
3040897,J1067,2018-03-12T04:00:00+00:00,2022-09-01T04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,"Jasper County,Pulaski County",IN,DPP-2018-APR,Central,GIA,NRIS,Reynolds - Burr Oak 345kV Line,240.00,240.00,240.00,240.00,240.00,240.00,Solar,Photovoltaic,Done,,Under Construction,,2023-10-20T04:00:00+00:00,2021-10-12T04:00:00+00:00,2021-10-13T04:00:00+00:00
3040898,J1087,2018-03-12T04:00:00+00:00,2021-01-02T05:00:00+00:00,Ameren Missouri,Scott County,MO,DPP-2018-APR,Central,GIA,NRIS,Miner - Kelso 161 kV Line Tap,200.00,200.00,200.00,200.00,200.00,200.00,Solar,Photovoltaic,Done,,Under Construction,,2023-12-02T05:00:00+00:00,2021-10-12T04:00:00+00:00,2021-10-13T04:00:00+00:00
3040899,J1093,2018-03-12T04:00:00+00:00,2021-09-15T04:00:00+00:00,"ENTERGY ARKANSAS, LLC","Desha County,Drew County",AR,DPP-2018-APR,South,GIA,NRIS,Reed Switch 115kV Substation,200.00,200.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-08-29T04:00:00+00:00,,,
3040900,J1074,2018-03-12T04:00:00+00:00,2021-01-02T05:00:00+00:00,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Gibson County,IN,DPP-2018-APR,Central,GIA,NRIS,Francisco 138 kV sub,200.00,200.00,200.00,200.00,200.00,200.00,Solar,Photovoltaic,Withdrawn,,Withdrawn,2023-10-27T04:00:00+00:00,2022-11-15T05:00:00+00:00,,2021-03-29T04:00:00+00:00
3040901,J1068,2018-03-12T04:00:00+00:00,2020-10-31T04:00:00+00:00,ITC MIDWEST,Washtenaw County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Dorset 120 kV Substation,200.00,200.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-11-21T05:00:00+00:00,,,
3040902,J1088,2018-03-12T04:00:00+00:00,2021-01-02T05:00:00+00:00,METC,Shiawassee County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Cornell - Layton 138 kV Line Tap,150.00,150.00,150.00,150.00,150.00,150.00,Solar,Photovoltaic,Withdrawn,,Withdrawn,2021-02-04T05:00:00+00:00,,,2020-12-22T05:00:00+00:00
3040903,J1094,2018-03-12T04:00:00+00:00,2021-01-02T05:00:00+00:00,AMEREN ILLINOIS,Washington County,IL,DPP-2018-APR,Central,GIA,NRIS,Prest 138kV Switching Station,150.00,150.00,150.00,150.00,150.00,150.00,Solar,Photovoltaic,Done,,Under Construction,,2024-01-15T05:00:00+00:00,2021-10-12T04:00:00+00:00,2021-10-13T04:00:00+00:00
3040904,J1069,2018-03-12T04:00:00+00:00,2022-09-01T04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,"Jasper County,Pulaski County",IN,DPP-2018-APR,Central,GIA,NRIS,Reynolds 345kV Substation,200.00,200.00,200.00,200.00,200.00,200.00,Wind,Wind Turbine,Done,,Under Construction,,2023-04-20T04:00:00+00:00,2021-10-12T04:00:00+00:00,2021-10-13T04:00:00+00:00
3040905,J1075,2018-03-12T04:00:00+00:00,2020-09-01T04:00:00+00:00,METC,Cass County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Argenta - Weeds Lake - Hiple 345kV Line Tap,350.00,350.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2018-11-01T04:00:00+00:00,,,
3040906,J1089,2018-03-12T04:00:00+00:00,2021-01-02T05:00:00+00:00,METC,Shiawassee County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Cornell - Bell Rd 138 kV Line Tap,170.00,170.00,170.00,170.00,170.00,170.00,Solar,Photovoltaic,Withdrawn,,Not Started,2021-02-04T05:00:00+00:00,,,2020-12-22T05:00:00+00:00
3040907,J1076,2018-03-12T04:00:00+00:00,2021-09-15T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",St. James Parish,LA,DPP-2018-APR,South,GIA,NRIS,Vacherie Sub 230 kV Substation,200.00,200.00,200.00,200.00,200.00,200.00,Solar,Photovoltaic,Done,,Under Construction,,2022-09-01T04:00:00+00:00,2021-01-06T05:00:00+00:00,2020-07-01T04:00:00+00:00
3040908,J1095,2018-03-12T04:00:00+00:00,2021-09-15T04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC",DeSoto County,MS,DPP-2018-APR,South,GIA,NRIS,Twinkletown 230kV Substation,300.00,300.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-08-29T04:00:00+00:00,,,
3040909,J1077,2018-03-12T04:00:00+00:00,2020-09-01T04:00:00+00:00,METC,Cass County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Argenta - Weeds Lake - Hiple 345kV Line Tap,250.00,250.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2018-11-01T04:00:00+00:00,,,
3040910,J1096,2018-03-12T04:00:00+00:00,2021-01-02T05:00:00+00:00,AMEREN ILLINOIS,Saline County,IL,DPP-2018-APR,Central,GIA,NRIS,Norris City North - Muddy 138 kV Line,150.00,150.00,150.00,150.00,150.00,150.00,Solar,Photovoltaic,Done,,Under Construction,,2024-01-01T05:00:00+00:00,2021-10-12T04:00:00+00:00,2021-10-13T04:00:00+00:00
3040911,J1078,2018-03-12T04:00:00+00:00,2021-09-15T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Mississippi County,AR,DPP-2018-APR,South,GIA,NRIS,San Souci 500 kV Substation,300.00,300.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-08-29T04:00:00+00:00,,,
3040912,J1097,2018-03-12T04:00:00+00:00,2021-09-15T04:00:00+00:00,"ENTERGY ARKANSAS, LLC","Lonoke County,Pulaski County",AR,DPP-2018-APR,South,GIA,NRIS,KEO EHV 500 kV Substation,500.00,500.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-08-29T04:00:00+00:00,,,
3040913,J1079,2018-03-12T04:00:00+00:00,2021-09-15T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",St. Charles Parish,LA,DPP-2018-APR,South,GIA,NRIS,Waterford 1&2 230 kV Substation,200.00,200.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-08-29T04:00:00+00:00,,,
3040914,J1098,2018-03-12T04:00:00+00:00,2022-09-30T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Jackson County,MN,DPP-2018-APR,West,GIA,NRIS,Lakefield 345 kV Substation,40.00,40.00,40.00,40.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2021-03-09T05:00:00+00:00,,,
3040915,J1099,2018-03-12T04:00:00+00:00,2021-09-15T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",Iberville Parish,LA,DPP-2018-APR,South,GIA,NRIS,Derrick 230 kV Substation,200.00,200.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-08-29T04:00:00+00:00,,,
3040916,J1120,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,"ENTERGY TEXAS, INC.",Jefferson County,TX,DPP-2018-APR,South,GIA,NRIS,Big Hill CO - Bayou Farms CO 138 kV Line Tap,145.00,145.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2019-08-23T04:00:00+00:00,,,
3040917,J1121,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,American Transmission Co. LLC,Marathon County,WI,DPP-2018-APR,East (ATC),GIA,NRIS,Stone Lake - (Pershing) - Gardner Park 345 kV Line Tap,200.00,200.00,200.00,200.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2020-05-19T04:00:00+00:00,,,
3040918,J1122,2018-03-12T04:00:00+00:00,2022-09-01T04:00:00+00:00,MIDAMERICAN ENERGY COMPANY,Pottawattamie County,IA,DPP-2018-APR,West,GIA,NRIS,Council Bluffs - Fallow Avenue 345 kV Line Tap,200.00,200.00,200.00,200.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2021-03-09T05:00:00+00:00,,,
3040919,J1123,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,Ameren Missouri,Audrain County,MO,DPP-2018-APR,Central,GIA,NRIS,Spencer Creek 345 kV Substation,150.00,150.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2020-01-02T05:00:00+00:00,,,
3040920,J1140,2018-03-12T04:00:00+00:00,2020-08-01T04:00:00+00:00,MINNESOTA POWER,Benton County,MN,DPP-2018-APR,West,GIA,NRIS,Platte River 115 kV Substation,80.00,80.00,80.00,80.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2021-03-09T05:00:00+00:00,,,
3040921,J1100,2018-03-12T04:00:00+00:00,2021-09-15T04:00:00+00:00,"ENTERGY TEXAS, INC.",Grimes County,TX,DPP-2018-APR,South,GIA,NRIS,Grimes 345 kV Substation,200.00,200.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-08-29T04:00:00+00:00,,,
3040922,J1124,2018-03-12T04:00:00+00:00,2021-09-15T04:00:00+00:00,SMMPA,Olmsted County,MN,DPP-2018-APR,West,GIA,NRIS,Byron 345kV Substation,100.00,100.00,100.00,100.00,100.00,100.00,Solar,Photovoltaic,Done,,Under Construction,,2024-06-01T04:00:00+00:00,2021-06-15T04:00:00+00:00,2021-06-15T04:00:00+00:00
3040923,J1141,2018-03-12T04:00:00+00:00,2019-10-01T04:00:00+00:00,METC,Manistee County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Filer - BoxbdJ - Stronach 138kV Line Tap,17.00,17.00,0.00,0.00,0.00,0.00,Gas,Combined Cycle,Withdrawn,,Not Started,2018-09-07T04:00:00+00:00,,,
3040924,J1142,2018-03-12T04:00:00+00:00,2020-06-01T04:00:00+00:00,"ENTERGY LOUISIANA, LLC",St. James Parish,LA,DPP-2018-APR,South,GIA,NRIS,Vacherie 230kV Substation,20.00,20.00,20.00,20.00,20.00,20.00,Solar,Photovoltaic,Done,,In Service (with Provisional GIA),,2020-07-01T04:00:00+00:00,2020-07-10T04:00:00+00:00,2018-12-12T05:00:00+00:00
3040925,J1125,2018-03-12T04:00:00+00:00,2021-07-31T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",Cross County,AR,DPP-2018-APR,South,GIA,NRIS,Wynne South - Wynne East AECC 161 kV Line Tap,135.00,135.00,135.00,135.00,135.00,135.00,Solar,Photovoltaic,Done,,Under Construction,,2023-03-01T05:00:00+00:00,2020-08-12T04:00:00+00:00,2020-03-30T04:00:00+00:00
3040926,J1101,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,American Transmission Co. LLC,Manitowoc County,WI,DPP-2018-APR,East (ATC),GIA,NRIS,Kewaunee 138kV Substation,20.00,20.00,20.00,20.00,20.00,20.00,Battery Storage,Battery Storage,Withdrawn,,Withdrawn,2025-11-20T05:00:00+00:00,2023-08-15T04:00:00+00:00,2021-04-12T04:00:00+00:00,2021-04-12T04:00:00+00:00
3040927,J1143,2018-03-12T04:00:00+00:00,2020-08-01T04:00:00+00:00,MINNESOTA POWER,Morrison County,MN,DPP-2018-APR,West,GIA,NRIS,Blanchard - Little Falls 115 kV Line,100.00,100.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2020-03-25T04:00:00+00:00,,,
3040928,J1126,2018-03-12T04:00:00+00:00,2020-09-01T04:00:00+00:00,ITC MIDWEST,Tuscola County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,ITC Bauer - Grassmere - Rapson (Kirk Sub) 345kV Substation,1.10,1.10,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2018-11-01T04:00:00+00:00,,,
3040929,J1102,2018-03-12T04:00:00+00:00,2021-06-13T04:00:00+00:00,AMEREN ILLINOIS,Logan County,IL,DPP-2018-APR,Central,GIA,NRIS,Fogarty 138 kV Substation,70.00,70.00,70.00,70.00,70.00,70.00,Solar,Photovoltaic,Done,,Under Construction,,2021-12-15T05:00:00+00:00,2021-09-13T04:00:00+00:00,2021-03-08T05:00:00+00:00
3040930,J1127,2018-03-12T04:00:00+00:00,2021-01-02T05:00:00+00:00,American Transmission Co. LLC,Green County,WI,DPP-2018-APR,East (ATC),GIA,NRIS,Albany - Bass Creek 138 kV Line Tap,49.90,49.90,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-10-25T04:00:00+00:00,,,
3040931,J1144,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,COOPERATIVE ENERGY,"Covington County,Lamar County",MS,DPP-2018-APR,South,GIA,NRIS,Moselle - Columbia 161kV Line Tap,96.00,96.00,96.00,96.00,96.00,96.00,Solar,Photovoltaic,Done,,Under Construction,,2022-06-01T04:00:00+00:00,2020-09-10T04:00:00+00:00,2020-03-30T04:00:00+00:00
3040932,J1103,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,ITC MIDWEST,Tuscola County,MI,DPP-2018-APR,East (ITC),GIA,NRIS,Bauer - (Kirk) - Ringle 345kV Line Tap,20.00,20.00,20.00,20.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2020-06-30T04:00:00+00:00,,,
3040933,J1128,2018-03-12T04:00:00+00:00,2021-01-02T05:00:00+00:00,SMMPA,Freeborn County,MN,DPP-2018-APR,West,GIA,NRIS,Hayward - Murphy Creek 161 kV Line Tap,150.00,150.00,150.00,150.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2021-03-09T05:00:00+00:00,,,
3040934,J1145,2018-03-12T04:00:00+00:00,2021-04-01T04:00:00+00:00,Ameren Missouri,Callaway County,MO,DPP-2018-APR,Central,GIA,NRIS,Overton - (McCrede) - Montgomery 345 kV Line Tap,250.00,250.00,250.00,250.00,250.00,250.00,Solar,Photovoltaic,Done,,Not Started,,2024-06-01T04:00:00+00:00,2022-03-31T04:00:00+00:00,2022-04-01T04:00:00+00:00
3040935,J1129,2018-03-12T04:00:00+00:00,2021-01-02T05:00:00+00:00,American Transmission Co. LLC,Rock County,WI,DPP-2018-APR,East (ATC),GIA,NRIS,Paddock - Townline Rd 138 kV Line Tap,65.00,65.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2019-10-25T04:00:00+00:00,,,
3040936,J1146,2018-03-12T04:00:00+00:00,2019-01-04T05:00:00+00:00,"ENTERGY ARKANSAS, LLC",Mississippi County,AR,DPP-2018-APR,South,GIA,NRIS,San Souci 500 kV Substation,10.00,10.00,10.00,10.00,10.00,10.00,Coal,Combined Cycle,Done,,In Service,,2020-10-10T04:00:00+00:00,2020-08-12T04:00:00+00:00,2020-06-03T04:00:00+00:00
3040937,J1104,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,American Transmission Co. LLC,"Washington County,Waukesha County",WI,DPP-2018-APR,East (ATC),GIA,NRIS,Germantown - Bark River 138kV Line,100.00,100.00,0.00,0.00,0.00,0.00,Battery Storage,Battery Storage,Withdrawn,,Not Started,2019-10-24T04:00:00+00:00,,,
3040938,J1147,2018-03-12T04:00:00+00:00,2021-09-30T04:00:00+00:00,"ENTERGY ARKANSAS, LLC",St. Francis County,AR,DPP-2018-APR,South,GIA,ERIS,Moses - McCrory 161 kV Line tap,100.00,100.00,100.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2020-01-24T05:00:00+00:00,,,
3040939,J1105,2018-03-12T04:00:00+00:00,2020-09-01T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Dakota County,MN,DPP-2018-APR,West,GIA,NRIS,Hampton Corners 345 kV Substation,200.00,200.00,200.00,200.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2021-03-09T05:00:00+00:00,,,
3040940,J1106,2018-03-12T04:00:00+00:00,2021-08-01T04:00:00+00:00,GREAT RIVER ENERGY,Redwood County,MN,DPP-2018-APR,West,GIA,NRIS,Lyon County - Cedar Mountain 345 kV Circuit 2 Line,414.00,414.00,414.00,414.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2021-03-09T05:00:00+00:00,,,
3040941,J1148,2018-03-12T04:00:00+00:00,2022-06-01T04:00:00+00:00,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Posey County,IN,DPP-2018-APR,Central,GIA,NRIS,AB Brown 138 kV Substation,54.00,54.00,0.00,0.00,0.00,0.00,Gas,Combined Cycle,Withdrawn,,Not Started,2020-01-07T05:00:00+00:00,,,
3040942,J1107,2018-03-12T04:00:00+00:00,2021-09-01T04:00:00+00:00,Ameren Missouri,Cape Girardeau County,MO,DPP-2018-APR,Central,GIA,NRIS,Kelso - Lutesville 345 kV Line Tap,200.00,200.00,200.00,200.00,200.00,200.00,Solar,Photovoltaic,Done,,Under Construction,,2023-11-01T04:00:00+00:00,2021-10-12T04:00:00+00:00,2021-10-13T04:00:00+00:00
3040943,J1108,2018-03-12T04:00:00+00:00,2021-06-13T04:00:00+00:00,MISSOURI RIVER ENERGY SERVICES,Douglas County,MN,DPP-2018-APR,West,GIA,NRIS,Alexandria 345 kV Substation,150.00,150.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2020-03-25T04:00:00+00:00,,,
3040944,J1149,2018-03-12T04:00:00+00:00,2021-11-15T05:00:00+00:00,NORTHERN STATES POWER COMPANY,Yellow Medicine County,MN,DPP-2018-APR,West,GIA,NRIS,Hazel Creek 230 kV Substation,200.00,200.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2020-03-25T04:00:00+00:00,,,
3040945,J1109,2018-03-12T04:00:00+00:00,2021-08-01T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Cass County,ND,DPP-2018-APR,West,GIA,NRIS,Bison 345kV Substation,207.00,207.00,0.00,0.00,0.00,0.00,Wind,Wind Turbine,Withdrawn,,Not Started,2020-03-25T04:00:00+00:00,,,
3040946,J1170,2018-03-12T04:00:00+00:00,2021-08-01T04:00:00+00:00,NORTHERN STATES POWER COMPANY,Cass County,ND,DPP-2018-APR,West,GIA,NRIS,Bison 345 kV Substation,200.00,200.00,0.00,0.00,0.00,0.00,Solar,Photovoltaic,Withdrawn,,Not Started,2020-03-25T04:00:00+00:00,,,
